name,record_id,instrument,chapter,filename,VIS_rmse,VIS_variance,VIS_coverage,NIR_rmse,NIR_variance,NIR_coverage,SWIR_rmse,SWIR_variance,SWIR_coverage,MWIR_rmse,MWIR_variance,MWIR_coverage,LWIR_rmse,LWIR_variance,LWIR_coverage
"Sulphur S (E-2A)",E-2A,becknic,mineral,mineral.element.none.medium.tir.e-2a.jpl.nicolet.spectrum.txt,0.000371,1.000000,0.000000,0.001067,0.000000,0.000000,0.000824,1.000000,0.356929,0.005069,0.880472,1.000000,0.009025,0.997248,1.000000
"Graphite C (E-1A)",E-1A,becknic,mineral,mineral.element.none.medium.vswir.e-1a.jpl.beckman.spectrum.txt,0.000420,0.966005,0.883721,0.000460,0.791199,1.000000,0.000360,0.987483,1.000000,0.000246,1.000000,0.000000,0.000268,1.000000,0.000000
"Graphite C (E-1A)",E-1A,becknic,mineral,mineral.element.none.medium.vswir.e-1a.jpl.perkin.spectrum.txt,0.000224,0.993543,0.883721,0.000504,1.000000,1.000000,0.000466,0.981961,1.000000,0.000253,1.000000,0.000000,0.000269,1.000000,0.000000
"Sulphur S (E-2A)",E-2A,becknic,mineral,mineral.element.none.medium.vswir.e-2a.jpl.beckman.spectrum.txt,0.005132,0.999782,0.883721,0.001542,-0.112485,1.000000,0.001567,0.887107,1.000000,0.001073,0.000000,0.000000,0.001444,0.000000,0.000000
"Sulphur S (E-2A)",E-2A,becknic,mineral,mineral.element.none.medium.vswir.e-2a.jpl.perkin.spectrum.txt,0.006319,0.999663,0.883721,0.000553,1.000000,1.000000,0.001381,0.972104,1.000000,0.000648,1.000000,0.000000,0.001000,1.000000,0.000000
"Fluorite CaF2 (flourite_1)",flourite_1,becknic,mineral,mineral.halide.none.coarse.tir.flourite_1.jhu.nicolet.spectrum.txt,0.000165,1.000000,0.000000,0.000279,1.000000,0.000000,0.000358,1.000000,0.300357,0.000502,0.967737,1.000000,0.000373,0.999765,1.000000
"Cryolite Na_3AlF_6 (H-1A)",H-1A,becknic,mineral,mineral.halide.none.coarse.tir.h-1a.jpl.nicolet.spectrum.txt,0.000224,1.000000,0.000000,0.000607,1.000000,0.000000,0.001061,0.976767,0.356929,0.007994,0.995672,1.000000,0.012956,0.993545,1.000000
"Fluorite CaF_2 (H-2A)",H-2A,becknic,mineral,mineral.halide.none.coarse.tir.h-2a.jpl.nicolet.spectrum.txt,0.000216,1.000000,0.000000,0.000636,1.000000,0.000000,0.001021,0.790249,0.356929,0.005144,0.995235,1.000000,0.008528,0.999128,1.000000
"Fluorite CaF_2 (H-2B)",H-2B,becknic,mineral,mineral.halide.none.coarse.tir.h-2b.jpl.nicolet.spectrum.txt,0.000310,1.000000,0.000000,0.000292,1.000000,0.000000,0.001315,0.993856,0.356929,0.005473,0.999062,1.000000,0.005034,0.997723,1.000000
"Halite NaCl (H-3A)",H-3A,becknic,mineral,mineral.halide.none.coarse.tir.h-3a.jpl.nicolet.spectrum.txt,0.000219,1.000000,0.000000,0.000613,1.000000,0.000000,0.001540,0.964014,0.356929,0.005100,0.998389,1.000000,0.002877,0.998851,1.000000
"Atacamite Cu_2Cl(OH)_3 (H-4A)",H-4A,becknic,mineral,mineral.halide.none.coarse.tir.h-4a.jpl.nicolet.spectrum.txt,0.000471,1.000000,0.000000,0.000533,1.000000,0.000000,0.005988,0.978154,0.356929,0.003774,0.951041,1.000000,0.001215,0.993295,1.000000
"Cryolite Na_3AlF_6 (H-1A)",H-1A,becknic,mineral,mineral.halide.none.coarse.vswir.h-1a.jpl.beckman.spectrum.txt,0.000922,0.979353,0.883721,0.000508,0.937035,1.000000,0.002590,0.973316,1.000000,0.000533,1.000000,0.000000,0.000785,1.000000,0.000000
"Cryolite Na_3AlF_6 (H-1A)",H-1A,becknic,mineral,mineral.halide.none.coarse.vswir.h-1a.jpl.perkin.spectrum.txt,0.000337,0.996001,0.883721,0.000661,0.990651,1.000000,0.002529,0.965176,1.000000,0.000568,1.000000,0.000000,0.000695,1.000000,0.000000
"Fluorite CaF_2 (H-2A)",H-2A,becknic,mineral,mineral.halide.none.coarse.vswir.h-2a.jpl.beckman.spectrum.txt,0.001969,0.998591,0.883721,0.000635,0.990283,1.000000,0.001992,0.872262,1.000000,0.000569,1.000000,0.000000,0.000692,1.000000,0.000000
"Fluorite CaF_2 (H-2A)",H-2A,becknic,mineral,mineral.halide.none.coarse.vswir.h-2a.jpl.perkin.spectrum.txt,0.001616,0.999019,0.883721,0.000496,0.993066,1.000000,0.001388,0.977871,1.000000,0.000579,1.000000,0.000000,0.000676,1.000000,0.000000
"Fluorite CaF_2 (H-2B)",H-2B,becknic,mineral,mineral.halide.none.coarse.vswir.h-2b.jpl.beckman.spectrum.txt,0.001588,0.996534,0.883721,0.000987,0.925771,1.000000,0.002001,0.993105,1.000000,0.000704,1.000000,0.000000,0.000771,1.000000,0.000000
"Fluorite CaF_2 (H-2B)",H-2B,becknic,mineral,mineral.halide.none.coarse.vswir.h-2b.jpl.perkin.spectrum.txt,0.001821,0.992023,0.883721,0.001066,0.984967,1.000000,0.002190,0.986231,1.000000,0.000674,1.000000,0.000000,0.000809,1.000000,0.000000
"Halite NaCl (H-3A)",H-3A,becknic,mineral,mineral.halide.none.coarse.vswir.h-3a.jpl.beckman.spectrum.txt,0.001062,0.996661,0.883721,0.001745,0.529108,1.000000,0.001710,0.981610,1.000000,0.000623,1.000000,0.000000,0.000947,1.000000,0.000000
"Halite NaCl (H-3A)",H-3A,becknic,mineral,mineral.halide.none.coarse.vswir.h-3a.jpl.perkin.spectrum.txt,0.000788,0.997781,0.883721,0.001114,0.907551,1.000000,0.001993,0.968392,1.000000,0.000543,1.000000,0.000000,0.000753,1.000000,0.000000
"Atacamite Cu_2Cl(OH)_3 (H-4A)",H-4A,becknic,mineral,mineral.halide.none.coarse.vswir.h-4a.jpl.beckman.spectrum.txt,0.002888,0.996001,0.883721,0.001496,0.993789,1.000000,0.006047,0.993602,1.000000,0.000535,1.000000,0.000000,0.000346,1.000000,0.000000
"Atacamite Cu_2Cl(OH)_3 (H-4A)",H-4A,becknic,mineral,mineral.halide.none.coarse.vswir.h-4a.jpl.perkin.spectrum.txt,0.002507,0.997137,0.883721,0.001402,0.994425,1.000000,0.006989,0.992206,1.000000,0.000537,1.000000,0.000000,0.000348,1.000000,0.000000
"Fluorite CaF2 (flourite_1)",flourite_1,becknic,mineral,mineral.halide.none.fine.tir.flourite_1.jhu.nicolet.spectrum.txt,0.000331,1.000000,0.000000,0.000956,1.000000,0.000000,0.000648,0.841030,0.300357,0.002226,0.976600,1.000000,0.002351,0.935792,1.000000
"Cryolite Na_3AlF_6 (H-1A)",H-1A,becknic,mineral,mineral.halide.none.fine.tir.h-1a.jpl.nicolet.spectrum.txt,0.000379,1.000000,0.000000,0.001071,0.000000,0.000000,0.001135,0.984590,0.356929,0.006202,0.994467,1.000000,0.017384,0.994270,1.000000
"Fluorite CaF_2 (H-2A)",H-2A,becknic,mineral,mineral.halide.none.fine.tir.h-2a.jpl.nicolet.spectrum.txt,0.000388,1.000000,0.000000,0.001076,0.000000,0.000000,0.001069,0.818190,0.356929,0.005340,0.994102,1.000000,0.005832,0.999519,1.000000
"Fluorite CaF_2 (H-2B)",H-2B,becknic,mineral,mineral.halide.none.fine.tir.h-2b.jpl.nicolet.spectrum.txt,0.000421,1.000000,0.000000,0.000669,1.000000,0.000000,0.002251,0.294321,0.356929,0.004347,0.986117,1.000000,0.006049,0.997767,1.000000
"Halite NaCl (H-3A)",H-3A,becknic,mineral,mineral.halide.none.fine.tir.h-3a.jpl.nicolet.spectrum.txt,0.000225,1.000000,0.000000,0.000607,1.000000,0.000000,0.001488,0.960830,0.356929,0.012278,0.993770,1.000000,0.005001,0.995374,1.000000
"AtacamiteCu_2Cl(OH)_3 (H-4A)",H-4A,becknic,mineral,mineral.halide.none.fine.tir.h-4a.jpl.nicolet.spectrum.txt,0.000446,1.000000,0.000000,0.000651,1.000000,0.000000,0.008342,0.958631,0.356929,0.007574,0.996083,1.000000,0.001386,0.998535,1.000000
"Cryolite Na_3AlF_6 (H-1A)",H-1A,becknic,mineral,mineral.halide.none.fine.vswir.h-1a.jpl.beckman.spectrum.txt,0.001024,0.996705,0.883721,0.001492,-0.605606,1.000000,0.002436,0.948757,1.000000,0.000773,1.000000,0.000000,0.001073,0.000000,0.000000
"Cryolite Na_3AlF_6 (H-1A)",H-1A,becknic,mineral,mineral.halide.none.fine.vswir.h-1a.jpl.perkin.spectrum.txt,0.000385,0.999609,0.883721,0.000881,0.341000,1.000000,0.003188,0.973025,1.000000,0.000616,1.000000,0.000000,0.000908,1.000000,0.000000
"Fluorite CaF_2 (H-2A)",H-2A,becknic,mineral,mineral.halide.none.fine.vswir.h-2a.jpl.beckman.spectrum.txt,0.001590,0.993404,0.883721,0.001134,0.812141,1.000000,0.001439,0.824385,1.000000,0.000894,1.000000,0.000000,0.001207,0.000000,0.000000
"Fluorite CaF_2 (H-2A)",H-2A,becknic,mineral,mineral.halide.none.fine.vswir.h-2a.jpl.perkin.spectrum.txt,0.001064,0.998187,0.883721,0.000898,0.229576,1.000000,0.001556,0.979096,1.000000,0.000675,1.000000,0.000000,0.001001,0.000000,0.000000
"Fluorite CaF_2 (H-2B)",H-2B,becknic,mineral,mineral.halide.none.fine.vswir.h-2b.jpl.beckman.spectrum.txt,0.001285,0.955291,0.883721,0.000870,0.826838,1.000000,0.001429,0.925164,1.000000,0.000813,1.000000,0.000000,0.000702,1.000000,0.000000
"Fluorite CaF_2 (H-2B)",H-2B,becknic,mineral,mineral.halide.none.fine.vswir.h-2b.jpl.perkin.spectrum.txt,0.001199,0.986076,0.883721,0.000707,0.969094,1.000000,0.001255,0.969568,1.000000,0.000644,1.000000,0.000000,0.000758,1.000000,0.000000
"Halite NaCl (H-3A)",H-3A,becknic,mineral,mineral.halide.none.fine.vswir.h-3a.jpl.beckman.spectrum.txt,0.001157,0.995113,0.883721,0.002399,0.217577,1.000000,0.001868,0.987026,1.000000,0.000626,1.000000,0.000000,0.000973,1.000000,0.000000
"Halite NaCl (H-3A)",H-3A,becknic,mineral,mineral.halide.none.fine.vswir.h-3a.jpl.perkin.spectrum.txt,0.000728,0.998730,0.883721,0.000917,0.982215,1.000000,0.002707,0.971869,1.000000,0.000493,1.000000,0.000000,0.000791,1.000000,0.000000
"AtacamiteCu_2Cl(OH)_3 (H-4A)",H-4A,becknic,mineral,mineral.halide.none.fine.vswir.h-4a.jpl.beckman.spectrum.txt,0.003133,0.998503,0.883721,0.002222,0.999207,1.000000,0.005516,0.995460,1.000000,0.000744,1.000000,0.000000,0.000643,1.000000,0.000000
"AtacamiteCu_2Cl(OH)_3 (H-4A)",H-4A,becknic,mineral,mineral.halide.none.fine.vswir.h-4a.jpl.perkin.spectrum.txt,0.003222,0.998408,0.883721,0.001573,0.999554,1.000000,0.006924,0.992853,1.000000,0.000783,1.000000,0.000000,0.000605,1.000000,0.000000
"Cryolite Na_3AlF_6 (H-1A)",H-1A,becknic,mineral,mineral.halide.none.medium.tir.h-1a.jpl.nicolet.spectrum.txt,0.000325,1.000000,0.000000,0.000931,1.000000,0.000000,0.001067,0.983140,0.356929,0.005097,0.996300,1.000000,0.014991,0.995253,1.000000
"Fluorite CaF_2 (H-2A)",H-2A,becknic,mineral,mineral.halide.none.medium.tir.h-2a.jpl.nicolet.spectrum.txt,0.000233,1.000000,0.000000,0.000619,1.000000,0.000000,0.000847,0.375076,0.356929,0.005642,0.987813,1.000000,0.008905,0.999180,1.000000
"Fluorite CaF_2 (H-2B)",H-2B,becknic,mineral,mineral.halide.none.medium.tir.h-2b.jpl.nicolet.spectrum.txt,0.000253,1.000000,0.000000,0.000539,1.000000,0.000000,0.001207,0.962514,0.356929,0.004924,0.998559,1.000000,0.005547,0.998858,1.000000
"Halite NaCl (H-3A)",H-3A,becknic,mineral,mineral.halide.none.medium.tir.h-3a.jpl.nicolet.spectrum.txt,0.000247,1.000000,0.000000,0.000657,1.000000,0.000000,0.000948,0.905023,0.356929,0.005247,0.996586,1.000000,0.002686,0.997922,1.000000
"Atacamite Cu_2Cl(OH)_3 (H-4A)",H-4A,becknic,mineral,mineral.halide.none.medium.tir.h-4a.jpl.nicolet.spectrum.txt,0.000901,1.000000,0.000000,0.000498,1.000000,0.000000,0.008394,0.971183,0.356929,0.005977,0.980254,1.000000,0.001213,0.991539,1.000000
"Cryolite Na_3AlF_6 (H-1A)",H-1A,becknic,mineral,mineral.halide.none.medium.vswir.h-1a.jpl.beckman.spectrum.txt,0.000761,0.988194,0.883721,0.001305,0.114039,1.000000,0.002548,0.920509,1.000000,0.000706,1.000000,0.000000,0.001018,0.000000,0.000000
"Cryolite Na_3AlF_6 (H-1A)",H-1A,becknic,mineral,mineral.halide.none.medium.vswir.h-1a.jpl.perkin.spectrum.txt,0.000345,0.999163,0.883721,0.001562,0.442300,1.000000,0.003004,0.972849,1.000000,0.000542,1.000000,0.000000,0.000798,1.000000,0.000000
"Fluorite CaF_2 (H-2A)",H-2A,becknic,mineral,mineral.halide.none.medium.vswir.h-2a.jpl.beckman.spectrum.txt,0.002547,0.995763,0.883721,0.000947,0.950704,1.000000,0.001283,0.906822,1.000000,0.000650,1.000000,0.000000,0.000999,1.000000,0.000000
"Fluorite CaF_2 (H-2A)",H-2A,becknic,mineral,mineral.halide.none.medium.vswir.h-2a.jpl.perkin.spectrum.txt,0.002151,0.996278,0.883721,0.002055,0.489565,1.000000,0.001486,0.968841,1.000000,0.000533,1.000000,0.000000,0.000766,1.000000,0.000000
"Fluorite CaF_2 (H-2B)",H-2B,becknic,mineral,mineral.halide.none.medium.vswir.h-2b.jpl.beckman.spectrum.txt,0.002334,0.985006,0.883721,0.001825,-0.167634,1.000000,0.001685,0.964953,1.000000,0.000552,1.000000,0.000000,0.000698,1.000000,0.000000
"Fluorite CaF_2 (H-2B)",H-2B,becknic,mineral,mineral.halide.none.medium.vswir.h-2b.jpl.perkin.spectrum.txt,0.002108,0.990585,0.883721,0.001402,0.000000,1.000000,0.001776,0.982475,1.000000,0.000797,1.000000,0.000000,0.000811,1.000000,0.000000
"Halite NaCl (H-3A)",H-3A,becknic,mineral,mineral.halide.none.medium.vswir.h-3a.jpl.beckman.spectrum.txt,0.000970,0.997706,0.883721,0.003331,-1.000000,1.000000,0.002142,0.877786,1.000000,0.000834,1.000000,0.000000,0.001135,0.000000,0.000000
"Halite NaCl (H-3A)",H-3A,becknic,mineral,mineral.halide.none.medium.vswir.h-3a.jpl.perkin.spectrum.txt,0.000433,0.999554,0.883721,0.001333,0.000000,1.000000,0.001399,0.975190,1.000000,0.000551,1.000000,0.000000,0.000812,1.000000,0.000000
"Atacamite Cu_2Cl(OH)_3 (H-4A)",H-4A,becknic,mineral,mineral.halide.none.medium.vswir.h-4a.jpl.beckman.spectrum.txt,0.003075,0.997516,0.883721,0.001887,0.997665,1.000000,0.006329,0.995138,1.000000,0.000699,1.000000,0.000000,0.000475,1.000000,0.000000
"Atacamite Cu_2Cl(OH)_3 (H-4A)",H-4A,becknic,mineral,mineral.halide.none.medium.vswir.h-4a.jpl.perkin.spectrum.txt,0.003141,0.997506,0.883721,0.001885,0.997655,1.000000,0.006880,0.994924,1.000000,0.000582,1.000000,0.000000,0.000446,1.000000,0.000000
"Fluorite CaF2 (flourite_1)",flourite_1,becknic,mineral,mineral.halide.none.solid.tir.flourite_1.jhu.nicolet.spectrum.txt,0.000047,1.000000,0.000000,0.000066,1.000000,0.000000,0.000144,0.997550,0.300357,0.000549,0.996366,1.000000,0.000438,0.999136,1.000000
"Goethite a-Fe+3O(OH) (goethite_1)",goethite_1,becknic,mineral,mineral.hydroxide.none.coarse.tir.goethite_1.jhu.nicolet.spectrum.txt,0.000475,1.000000,0.000000,0.000355,1.000000,0.000000,0.000660,0.990098,0.300357,0.001179,0.987624,1.000000,0.001058,0.995197,1.000000
"Goethite a-Fe+3O(OH) (goethite_2)",goethite_2,becknic,mineral,mineral.hydroxide.none.coarse.tir.goethite_2.jhu.nicolet.spectrum.txt,0.000314,1.000000,0.000000,0.000340,1.000000,0.000000,0.000657,0.996728,0.300357,0.000359,0.997305,1.000000,0.000241,0.992981,1.000000
"Brucite Mg(OH)_2 (OH-1A)",OH-1A,becknic,mineral,mineral.hydroxide.none.coarse.tir.oh-1a.jpl.nicolet.spectrum.txt,0.001279,0.000000,0.000000,0.000536,1.000000,0.000000,0.009491,0.993468,0.356929,0.005782,0.993255,1.000000,0.002471,0.997874,1.000000
"Brucite Mg(OH)_2 (OH-1A)",OH-1A,becknic,mineral,mineral.hydroxide.none.coarse.vswir.oh-1a.jpl.beckman.spectrum.txt,0.007436,0.998118,0.883721,0.015109,0.725151,1.000000,0.016123,0.996328,1.000000,0.000206,1.000000,0.000000,0.000194,1.000000,0.000000
"Brucite Mg(OH)_2 (OH-1A)",OH-1A,becknic,mineral,mineral.hydroxide.none.coarse.vswir.oh-1a.jpl.perkin.spectrum.txt,0.005868,0.998792,0.883721,0.020083,0.601869,1.000000,0.020195,0.994062,1.000000,0.000222,1.000000,0.000000,0.000204,1.000000,0.000000
"Goethite a-Fe+3O(OH) (goethite_1)",goethite_1,becknic,mineral,mineral.hydroxide.none.fine.tir.goethite_1.jhu.nicolet.spectrum.txt,0.001315,0.000000,0.000000,0.000504,1.000000,0.000000,0.001012,0.995596,0.300357,0.006368,0.995482,1.000000,0.010819,0.989009,1.000000
"Goethite a-Fe+3O(OH) (goethite_2)",goethite_2,becknic,mineral,mineral.hydroxide.none.fine.tir.goethite_2.jhu.nicolet.spectrum.txt,0.000709,1.000000,0.000000,0.000672,1.000000,0.000000,0.001493,0.997479,0.300357,0.007607,0.996669,1.000000,0.005583,0.997852,1.000000
"Brucite Mg(OH)_2 (OH-1A)",OH-1A,becknic,mineral,mineral.hydroxide.none.fine.tir.oh-1a.jpl.nicolet.spectrum.txt,0.000229,1.000000,0.000000,0.000822,1.000000,0.000000,0.012450,0.990477,0.356929,0.014671,0.989122,1.000000,0.002835,0.991743,1.000000
"Gibbsite Al(OH)_3 (OH-3A)",OH-3A,becknic,mineral,mineral.hydroxide.none.fine.tir.oh-3a.jpl.nicolet.spectrum.txt,0.000431,1.000000,0.000000,0.000546,1.000000,0.000000,0.009167,0.996583,0.356929,0.008146,0.985969,1.000000,0.002925,0.980445,1.000000
"Brucite Mg(OH)_2 (OH-1A)",OH-1A,becknic,mineral,mineral.hydroxide.none.fine.vswir.oh-1a.jpl.beckman.spectrum.txt,0.003536,0.996545,0.883721,0.004613,0.497550,1.000000,0.012798,0.994117,1.000000,0.000844,1.000000,0.000000,0.000663,1.000000,0.000000
"Brucite Mg(OH)_2 (OH-1A)",OH-1A,becknic,mineral,mineral.hydroxide.none.fine.vswir.oh-1a.jpl.perkin.spectrum.txt,0.001735,0.999621,0.883721,0.006552,0.432331,1.000000,0.017180,0.991368,1.000000,0.000785,1.000000,0.000000,0.000601,1.000000,0.000000
"Goethite alpha Fe^3+O(OH) (OH-2A)",OH-2A,becknic,mineral,mineral.hydroxide.none.fine.vswir.oh-2a.jpl.beckman.spectrum.txt,0.007586,0.996552,0.883721,0.003900,0.983241,1.000000,0.003012,0.991192,1.000000,0.000722,1.000000,0.000000,0.000757,1.000000,0.000000
"Gibbsite Al(OH)_3 (OH-3A)",OH-3A,becknic,mineral,mineral.hydroxide.none.fine.vswir.oh-3a.jpl.beckman.spectrum.txt,0.001296,0.980701,0.883721,0.004894,0.934766,1.000000,0.020102,0.992173,1.000000,0.000804,1.000000,0.000000,0.000617,1.000000,0.000000
"Gibbsite Al(OH)_3 (OH-3A)",OH-3A,becknic,mineral,mineral.hydroxide.none.fine.vswir.oh-3a.jpl.perkin.spectrum.txt,0.000489,0.998021,0.883721,0.005121,0.935982,1.000000,0.023059,0.990307,1.000000,0.000717,1.000000,0.000000,0.000577,1.000000,0.000000
"Brucite Mg(OH)_2 (OH-1A)",OH-1A,becknic,mineral,mineral.hydroxide.none.medium.tir.oh-1a.jpl.nicolet.spectrum.txt,0.000449,1.000000,0.000000,0.000644,1.000000,0.000000,0.014307,0.990465,0.356929,0.011678,0.990672,1.000000,0.001560,0.998603,1.000000
"Brucite Mg(OH)_2 (OH-1A)",OH-1A,becknic,mineral,mineral.hydroxide.none.medium.vswir.oh-1a.jpl.beckman.spectrum.txt,0.005602,0.997965,0.883721,0.009794,0.644425,1.000000,0.014352,0.996434,1.000000,0.000501,1.000000,0.000000,0.000304,1.000000,0.000000
"Brucite Mg(OH)_2 (OH-1A)",OH-1A,becknic,mineral,mineral.hydroxide.none.medium.vswir.oh-1a.jpl.perkin.spectrum.txt,0.004207,0.999007,0.883721,0.013234,0.547610,1.000000,0.020381,0.992740,1.000000,0.000428,1.000000,0.000000,0.000252,1.000000,0.000000
"Goethite a-Fe+3O(OH) (goethite_1)",goethite_1,becknic,mineral,mineral.hydroxide.none.solid.tir.goethite_1.jhu.nicolet.spectrum.txt,0.000451,1.000000,0.000000,0.000348,1.000000,0.000000,0.000685,0.961910,0.300357,0.000994,0.983200,1.000000,0.003459,0.988684,1.000000
"Goethite a-Fe+3O(OH) (goethite_2)",goethite_2,becknic,mineral,mineral.hydroxide.none.solid.tir.goethite_2.jhu.nicolet.spectrum.txt,0.000524,1.000000,0.000000,0.000436,1.000000,0.000000,0.000751,1.000000,0.300357,0.000961,0.947899,1.000000,0.001113,0.995281,1.000000
"Chromite Fe+2Cr2O4 (chromite_1)",chromite_1,becknic,mineral,mineral.oxide.none.coarse.tir.chromite_1.jhu.nicolet.spectrum.txt,0.000052,1.000000,0.000000,0.000073,1.000000,0.000000,0.000138,1.000000,0.300357,0.001106,0.998977,1.000000,0.001966,0.997614,1.000000
"Hematite a-Fe2O3 (hematite_1)",hematite_1,becknic,mineral,mineral.oxide.none.coarse.tir.hematite_1.jhu.nicolet.spectrum.txt,0.000146,1.000000,0.000000,0.000267,1.000000,0.000000,0.000365,0.987453,0.300357,0.000772,0.996445,1.000000,0.001023,0.994471,1.000000
"Ilmenite Fe+2TiO3 (Ilmenite_1)",Ilmenite_1,becknic,mineral,mineral.oxide.none.coarse.tir.ilmenite_1.jhu.nicolet.spectrum.txt,0.000110,1.000000,0.000000,0.000152,1.000000,0.000000,0.000279,1.000000,0.300357,0.000209,1.000000,1.000000,0.001460,0.997270,1.000000
"Magnetite Fe+2Fe2+3O4 (magnet_1)",magnet_1,becknic,mineral,mineral.oxide.none.coarse.tir.magnet_1.jhu.nicolet.spectrum.txt,0.000128,1.000000,0.000000,0.000216,1.000000,0.000000,0.000328,0.947311,0.300357,0.000471,0.990099,1.000000,0.000391,0.994650,1.000000
"Gahnite ZnAl_2O_4 (O-11A)",O-11A,becknic,mineral,mineral.oxide.none.coarse.tir.o-11a.jpl.nicolet.spectrum.txt,0.000114,1.000000,0.000000,0.000159,1.000000,0.000000,0.000853,1.000000,0.356929,0.012951,0.996855,1.000000,0.023676,0.988353,1.000000
"Corundum Al_2O_3 (O-15A)",O-15A,becknic,mineral,mineral.oxide.none.coarse.tir.o-15a.jpl.nicolet.spectrum.txt,0.000228,1.000000,0.000000,0.000786,1.000000,0.000000,0.001600,0.996426,0.356929,0.008297,0.995696,1.000000,0.005064,0.982531,1.000000
"Hematite alpha Fe_2O_3 (O-1A)",O-1A,becknic,mineral,mineral.oxide.none.coarse.tir.o-1a.jpl.nicolet.spectrum.txt,0.000405,1.000000,0.000000,0.000344,1.000000,0.000000,0.000931,0.341349,0.356929,0.001215,0.992214,1.000000,0.000912,0.999089,1.000000
"Rutile TiO_2 (O-2A)",O-2A,becknic,mineral,mineral.oxide.none.coarse.tir.o-2a.jpl.nicolet.spectrum.txt,0.000378,1.000000,0.000000,0.000448,1.000000,0.000000,0.001103,0.984181,0.356929,0.006268,0.992515,1.000000,0.006676,0.997761,1.000000
"Cassiterite SnO_2 (O-3A)",O-3A,becknic,mineral,mineral.oxide.none.coarse.tir.o-3a.jpl.nicolet.spectrum.txt,0.000127,1.000000,0.000000,0.000201,1.000000,0.000000,0.000805,0.512949,0.356929,0.001024,0.998111,1.000000,0.001445,0.999291,1.000000
"Magnetite Fe^2+Fe_2^3+O_4 (O-4A)",O-4A,becknic,mineral,mineral.oxide.none.coarse.tir.o-4a.jpl.nicolet.spectrum.txt,0.000504,1.000000,0.000000,0.000383,1.000000,0.000000,0.000952,0.922811,0.356929,0.001078,0.986401,1.000000,0.000876,0.995001,1.000000
"Pyrolusite MnO_2 (O-6A)",O-6A,becknic,mineral,mineral.oxide.none.coarse.tir.o-6a.jpl.nicolet.spectrum.txt,0.000485,1.000000,0.000000,0.000522,1.000000,0.000000,0.000886,1.000000,0.356929,0.001067,0.980004,1.000000,0.009423,0.977169,1.000000
"Columbite Fe^2+Nb_2O_6 (O-7A)",O-7A,becknic,mineral,mineral.oxide.none.coarse.tir.o-7a.jpl.nicolet.spectrum.txt,0.000315,1.000000,0.000000,0.000340,1.000000,0.000000,0.000912,0.988168,0.356929,0.001402,0.996491,1.000000,0.002235,0.998600,1.000000
"Magnesiochromite MgCr_2O_4 (O-8A)",O-8A,becknic,mineral,mineral.oxide.none.coarse.tir.o-8a.jpl.nicolet.spectrum.txt,0.000131,1.000000,0.000000,0.000192,1.000000,0.000000,0.000885,0.455006,0.356929,0.003389,0.997317,1.000000,0.013588,0.979319,1.000000
"Rutile TiO2 (rutile_1)",rutile_1,becknic,mineral,mineral.oxide.none.coarse.tir.rutile_1.jhu.nicolet.spectrum.txt,0.000473,1.000000,0.000000,0.000545,1.000000,0.000000,0.000939,0.978292,0.300357,0.006545,0.966821,1.000000,0.003070,0.996858,1.000000
"Gahnite ZnAl_2O_4 (O-11A)",O-11A,becknic,mineral,mineral.oxide.none.coarse.vswir.o-11a.jpl.beckman.spectrum.txt,0.009305,0.972403,0.883721,0.006389,0.990253,1.000000,0.010876,0.996231,1.000000,0.000229,1.000000,0.000000,0.000245,1.000000,0.000000
"Gahnite ZnAl_2O_4 (O-11A)",O-11A,becknic,mineral,mineral.oxide.none.coarse.vswir.o-11a.jpl.perkin.spectrum.txt,0.009713,0.969949,0.883721,0.006107,0.991414,1.000000,0.011362,0.995891,1.000000,0.000233,1.000000,0.000000,0.000213,1.000000,0.000000
"Corundum Al_2O_3 (O-15A)",O-15A,becknic,mineral,mineral.oxide.none.coarse.vswir.o-15a.jpl.beckman.spectrum.txt,0.001104,0.940303,0.883721,0.000972,0.930153,1.000000,0.003013,0.998756,1.000000,0.000790,1.000000,0.000000,0.000832,1.000000,0.000000
"Corundum Al_2O_3 (O-15A)",O-15A,becknic,mineral,mineral.oxide.none.coarse.vswir.o-15a.jpl.perkin.spectrum.txt,0.000599,0.998926,0.883721,0.001112,0.944886,1.000000,0.002811,0.999013,1.000000,0.000683,1.000000,0.000000,0.000783,1.000000,0.000000
"Hematite alpha Fe_2O_3 (O-1A)",O-1A,becknic,mineral,mineral.oxide.none.coarse.vswir.o-1a.jpl.beckman.spectrum.txt,0.000820,0.996871,0.883721,0.001668,0.918101,1.000000,0.000528,0.991813,1.000000,0.000460,1.000000,0.000000,0.000265,1.000000,0.000000
"Hematite alpha Fe_2O_3 (O-1A)",O-1A,becknic,mineral,mineral.oxide.none.coarse.vswir.o-1a.jpl.perkin.spectrum.txt,0.000679,0.998519,0.883721,0.002043,0.900174,1.000000,0.000559,0.991997,1.000000,0.000473,1.000000,0.000000,0.000277,1.000000,0.000000
"Rutile TiO_2 (O-2A)",O-2A,becknic,mineral,mineral.oxide.none.coarse.vswir.o-2a.jpl.beckman.spectrum.txt,0.001138,0.986240,0.883721,0.001029,0.993599,1.000000,0.001097,0.996833,1.000000,0.000750,1.000000,0.000000,0.000596,1.000000,0.000000
