# Red wall of the Cornell box: SLUM sample B008.
#
# Manual entry: Class "Ceramic brick", Material "Ceramic", Colour "Light red",
# Status "New", 215 x 65 x 100 mm.
#
# Source: Kotthaus, Smith, Wooster & Grimmond (2014), ISPRS J. Photogramm.
# Remote Sens. 94:194-212.  Data DOI: 10.5281/zenodo.4263842.  Licence CC-BY 4.0.
# Short-wave reflectance measured on a Beckman spectrophotometer; the 8-14 um
# segment is FTIR emissivity inverted once as rho = 1 - eps, valid because these
# surfaces are opaque (tau = 0).
#
# Chosen over the previous ECOSTRESS "Red smooth-faced Brick (0097UUUBRK)"
# because it is both more saturated and brighter -- 0.67 against 0.56 in HSV
# saturation and 0.266 against 0.149 in luminance, under D65 through this
# renderer own colour conversion.
#
# WHAT THIS CURVE DOES NOT MEASURE. The two instruments leave a 5.5 um gap
# between 2506 nm and 8002 nm, and SpectralCurve::Evaluate interpolates linearly
# across it. Every value this file implies between those wavelengths is a
# straight line, not a measurement -- which covers the whole of MWIR. The
# visible, NIR and SWIR bands are measured throughout, and the Cornell box is a
# visible-light scene in every gate and experiment that uses it. Do not read a
# MWIR number off this wall.
#
# wavelength_nm, reflectance
8045.7, 0.027399
8051.9, 0.027875
8058.2, 0.028435
8064.5, 0.029068
8070.7, 0.029032
8077.0, 0.028742
8083.3, 0.028859
8089.6, 0.028965
8095.9, 0.029327
8102.3, 0.030005
8108.6, 0.030662
8115.0, 0.031552
8121.3, 0.032712
8127.7, 0.033857
8134.0, 0.034696
8140.4, 0.035511
8146.8, 0.036285
8153.2, 0.036953
8159.6, 0.038095
8166.1, 0.039661
8172.5, 0.041118
8178.9, 0.042225
8185.4, 0.042967
8191.9, 0.043388
8198.3, 0.043907
8204.8, 0.044557
8211.3, 0.045305
8217.8, 0.046390
8224.4, 0.047682
8230.9, 0.049247
8237.4, 0.050952
8244.0, 0.052634
8250.5, 0.054316
8257.1, 0.055806
8263.7, 0.057191
8270.3, 0.058725
8276.9, 0.060432
8283.5, 0.061942
8290.1, 0.063173
8296.7, 0.064507
8303.4, 0.066017
8310.0, 0.067507
8316.7, 0.068640
8323.4, 0.069444
8330.0, 0.070281
8336.7, 0.071148
8343.4, 0.071882
8350.2, 0.072807
8356.9, 0.074167
8363.6, 0.075634
8370.4, 0.076970
8377.1, 0.078087
8383.9, 0.079209
8390.7, 0.080576
8397.5, 0.081843
8404.3, 0.082832
8411.1, 0.083838
8417.9, 0.085157
8424.8, 0.086499
8431.6, 0.087626
8438.5, 0.088758
8445.4, 0.089787
8452.2, 0.090902
8459.1, 0.092162
8466.0, 0.093335
8473.0, 0.094449
8479.9, 0.095569
8486.8, 0.096980
8493.8, 0.098424
8500.7, 0.099917
8507.7, 0.101647
8514.7, 0.103136
8521.7, 0.104449
8528.7, 0.105823
8535.7, 0.107017
8542.8, 0.107777
8549.8, 0.108418
8556.9, 0.109025
8563.9, 0.109495
8571.0, 0.109976
8578.1, 0.110104
8585.2, 0.109945
8592.3, 0.109702
8599.4, 0.109478
8606.6, 0.109386
8613.7, 0.109321
8620.9, 0.109639
8628.0, 0.110288
8635.2, 0.111095
8642.4, 0.111826
8649.6, 0.112258
8656.9, 0.112612
8664.1, 0.112816
8671.3, 0.113033
8678.6, 0.113398
8685.9, 0.113700
8693.1, 0.114296
8700.4, 0.115343
8707.7, 0.116196
8715.0, 0.116759
8722.4, 0.117598
8729.7, 0.118630
8737.1, 0.119591
8744.4, 0.120273
8751.8, 0.120539
8759.2, 0.121111
8766.6, 0.121752
8774.0, 0.121482
8781.5, 0.120579
8788.9, 0.119999
8796.4, 0.119630
8803.8, 0.118303
8811.3, 0.116328
8818.8, 0.114722
8826.3, 0.113905
8833.8, 0.114510
8841.4, 0.115740
8848.9, 0.116228
8856.5, 0.116357
8864.0, 0.116585
8871.6, 0.116375
8879.2, 0.115282
8886.8, 0.114024
8894.4, 0.113501
8902.1, 0.113605
8909.7, 0.114203
8917.4, 0.114978
8925.1, 0.115076
8932.7, 0.114324
8940.4, 0.113240
8948.2, 0.112429
8955.9, 0.111694
8963.6, 0.110673
8971.4, 0.109793
8979.1, 0.108865
8986.9, 0.107869
8994.7, 0.107200
9002.5, 0.106726
9010.3, 0.105980
9018.2, 0.104741
9026.0, 0.103545
9033.9, 0.102346
9041.8, 0.101157
9049.7, 0.100363
9057.6, 0.099855
9065.5, 0.099563
9073.4, 0.099389
9081.4, 0.099199
9089.3, 0.098620
9097.3, 0.097602
9105.3, 0.096524
9113.3, 0.095584
9121.3, 0.094947
9129.3, 0.094583
9137.4, 0.094473
9145.4, 0.094567
9153.5, 0.094712
9161.6, 0.094732
9169.7, 0.094583
9177.8, 0.094291
9185.9, 0.093877
9194.1, 0.093800
9202.2, 0.093823
9210.4, 0.093554
9218.6, 0.093422
9226.8, 0.093794
9235.0, 0.094287
9243.2, 0.094057
9251.5, 0.093495
9259.7, 0.093106
9268.0, 0.092790
9276.3, 0.092767
9284.6, 0.092607
9292.9, 0.092077
9301.3, 0.091676
9309.6, 0.091611
9318.0, 0.091481
9326.4, 0.090838
9334.8, 0.090002
9343.2, 0.089354
9351.6, 0.088615
9360.0, 0.087719
9368.5, 0.086748
9377.0, 0.085604
9385.4, 0.084629
9393.9, 0.083987
9402.5, 0.083602
9411.0, 0.083328
9419.5, 0.082820
9428.1, 0.082170
9436.7, 0.081241
9445.3, 0.080171
9453.9, 0.079518
9462.5, 0.079027
9471.1, 0.078752
9479.8, 0.078650
9488.5, 0.078440
9497.2, 0.078141
9505.9, 0.077609
9514.6, 0.077013
9523.3, 0.076199
9532.1, 0.075374
9540.9, 0.075073
9549.6, 0.074964
9558.4, 0.074990
9567.3, 0.075020
9576.1, 0.074838
9584.9, 0.074713
9593.8, 0.074470
9602.7, 0.074111
9611.6, 0.073586
9620.5, 0.072742
9629.4, 0.072018
9638.4, 0.071651
9647.4, 0.071427
9656.3, 0.071218
9665.3, 0.070767
9674.4, 0.069915
9683.4, 0.069075
9692.4, 0.068495
9701.5, 0.068243
9710.6, 0.068261
9719.7, 0.068769
9728.8, 0.069737
9737.9, 0.070669
9747.1, 0.071751
9756.3, 0.072360
9765.5, 0.072268
9774.7, 0.072480
9783.9, 0.072356
9793.1, 0.071624
9802.4, 0.071171
9811.6, 0.070928
9820.9, 0.070541
9830.2, 0.069915
9839.6, 0.069324
9848.9, 0.068556
9858.3, 0.067670
9867.7, 0.067256
9877.1, 0.066715
9886.5, 0.066177
9895.9, 0.066614
9905.4, 0.067479
9914.8, 0.068062
9924.3, 0.068294
9933.8, 0.068128
9943.3, 0.067716
9952.9, 0.067233
9962.4, 0.066902
9972.0, 0.066573
9981.6, 0.066046
9991.2, 0.065746
10000.9, 0.065619
10010.5, 0.065346
10020.2, 0.064933
10029.9, 0.064501
10039.6, 0.064340
10049.3, 0.064330
10059.1, 0.064537
10068.8, 0.064696
10078.6, 0.064549
10088.4, 0.064749
10098.3, 0.065025
10108.1, 0.065011
10118.0, 0.064940
10127.8, 0.065040
10137.7, 0.065108
10147.7, 0.064727
10157.6, 0.064408
10167.6, 0.064253
10177.5, 0.064040
10187.5, 0.064118
10197.5, 0.064074
10207.6, 0.063811
10217.6, 0.063809
10227.7, 0.063777
10237.8, 0.063573
10247.9, 0.063400
10258.1, 0.063401
10268.2, 0.063519
10278.4, 0.063655
10288.6, 0.063929
10298.8, 0.064315
10309.1, 0.064720
10319.3, 0.064921
10329.6, 0.064847
10339.9, 0.064974
10350.2, 0.065214
10360.5, 0.065245
10370.9, 0.065055
10381.3, 0.064812
10391.7, 0.064823
10402.1, 0.064816
10412.6, 0.064823
10423.0, 0.064861
10433.5, 0.064945
10444.0, 0.065310
10454.5, 0.065761
10465.1, 0.066310
10475.7, 0.066747
10486.3, 0.066865
10496.9, 0.066647
10507.5, 0.066094
10518.2, 0.065798
10528.8, 0.065770
10539.5, 0.065754
10550.3, 0.066024
10561.0, 0.066439
10571.8, 0.066803
10582.6, 0.067029
10593.4, 0.066940
10604.2, 0.066540
10615.1, 0.066119
10625.9, 0.065780
10636.8, 0.065841
10647.7, 0.066327
10658.7, 0.066632
10669.7, 0.066858
10680.6, 0.067021
10691.7, 0.067186
10702.7, 0.067556
10713.7, 0.067532
10724.8, 0.067009
10735.9, 0.066567
10747.1, 0.066373
10758.2, 0.066013
10769.4, 0.065452
10780.6, 0.065252
10791.8, 0.065052
10803.0, 0.064928
10814.3, 0.065284
10825.6, 0.065364
10836.9, 0.065459
10848.2, 0.066039
10859.6, 0.066271
10871.0, 0.066038
10882.4, 0.065853
10893.8, 0.065496
10905.3, 0.065237
10916.7, 0.065278
10928.2, 0.064778
10939.8, 0.063865
10951.3, 0.063196
10962.9, 0.062794
10974.5, 0.062365
10986.1, 0.062155
10997.8, 0.062362
11009.5, 0.062643
11021.2, 0.062939
11032.9, 0.063101
11044.6, 0.062835
11056.4, 0.062418
11068.2, 0.061987
11080.0, 0.061233
11091.9, 0.060592
11103.8, 0.059898
11115.7, 0.058941
11127.6, 0.058119
11139.5, 0.057032
11151.5, 0.056473
11163.5, 0.056684
11175.5, 0.056545
11187.6, 0.056148
11199.7, 0.055898
11211.8, 0.055993
11223.9, 0.056108
11236.1, 0.056584
11248.3, 0.057303
11260.5, 0.057158
11272.7, 0.056271
11285.0, 0.055185
11297.3, 0.053580
11309.6, 0.051376
11322.0, 0.049783
11334.3, 0.048743
11346.7, 0.047889
11359.2, 0.047127
11371.6, 0.046215
11384.1, 0.045254
11396.6, 0.044666
11409.1, 0.044764
11421.7, 0.044586
11434.3, 0.044033
11446.9, 0.043733
11459.6, 0.043493
11472.2, 0.043056
11484.9, 0.042407
11497.7, 0.041648
11510.4, 0.041140
11523.2, 0.041509
11536.0, 0.041943
11548.9, 0.041534
11561.8, 0.041212
11574.7, 0.041117
11587.6, 0.040689
11600.6, 0.040064
11613.6, 0.039551
11626.6, 0.038934
11639.6, 0.038337
11652.7, 0.037916
11665.8, 0.037254
11679.0, 0.036431
11692.1, 0.035929
11705.3, 0.035663
11718.5, 0.034946
11731.8, 0.034524
11745.1, 0.034845
11758.4, 0.035017
11771.7, 0.035246
11785.1, 0.035898
11798.5, 0.036874
11812.0, 0.037636
11825.4, 0.037476
11838.9, 0.037015
11852.5, 0.036308
11866.0, 0.035616
11879.6, 0.035144
11893.2, 0.034028
11906.9, 0.033145
11920.6, 0.033401
11934.3, 0.034071
11948.1, 0.033847
11961.8, 0.032316
11975.6, 0.030173
11989.5, 0.028459
12003.4, 0.027909
12017.3, 0.027578
12031.2, 0.026780
12045.2, 0.026773
12059.2, 0.027985
12073.2, 0.029313
12087.3, 0.030161
12101.4, 0.030309
12115.5, 0.029909
12129.7, 0.029846
12143.9, 0.029820
12158.2, 0.029225
12172.4, 0.028752
12186.7, 0.028591
12201.1, 0.028170
12215.4, 0.027666
12229.8, 0.027818
12244.3, 0.028054
12258.8, 0.027092
12273.3, 0.025761
12287.8, 0.024983
12302.4, 0.024721
12317.0, 0.024694
12331.6, 0.024497
12346.3, 0.024089
12361.0, 0.023198
12375.8, 0.022466
12390.6, 0.021925
12405.4, 0.021078
12420.2, 0.020705
12435.1, 0.021118
12450.1, 0.022058
12465.0, 0.023068
12480.0, 0.023776
12495.1, 0.024414
12510.1, 0.024915
12525.3, 0.025576
12540.4, 0.027346
12555.6, 0.029832
12570.8, 0.031490
12586.1, 0.032142
12601.3, 0.032475
12616.7, 0.032070
12632.0, 0.030471
12647.4, 0.028686
12662.9, 0.026527
12678.4, 0.024539
12693.9, 0.024319
12709.4, 0.024674
12725.0, 0.025427
12740.7, 0.026846
12756.3, 0.028225
12772.1, 0.029299
12787.8, 0.030046
12803.6, 0.030410
12819.4, 0.030105
12835.3, 0.030385
12851.2, 0.031387
12867.1, 0.031887
12883.1, 0.032815
12899.1, 0.033815
12915.2, 0.033522
12931.3, 0.033399
12947.5, 0.034064
12963.6, 0.034730
12979.9, 0.035569
12996.1, 0.036490
13012.4, 0.037032
13028.8, 0.036830
13045.2, 0.036397
13061.6, 0.035751
13078.1, 0.034941
13094.6, 0.034584
13111.1, 0.034368
13127.7, 0.034567
13144.4, 0.034556
13161.1, 0.034072
13177.8, 0.034118
13194.5, 0.034471
13211.3, 0.035062
13228.2, 0.036362
13245.1, 0.037744
13262.0, 0.038254
13279.0, 0.038148
13296.0, 0.038039
13313.1, 0.037345
13330.2, 0.035734
13347.4, 0.034670
13364.6, 0.034652
13381.8, 0.035272
13399.1, 0.036560
13416.4, 0.037916
13433.8, 0.038946
13451.2, 0.039626
13468.7, 0.040232
13486.2, 0.040270
13503.8, 0.039169
13521.4, 0.038552
13539.0, 0.038763
13556.7, 0.038847
13574.5, 0.039147
13592.3, 0.040146
13610.1, 0.040974
13628.0, 0.040623
13645.9, 0.039475
13663.9, 0.037481
13681.9, 0.035197
13700.0, 0.033837
13718.1, 0.033074
13736.3, 0.032623
13754.5, 0.033351
13772.8, 0.035777
13791.1, 0.038196
13809.5, 0.039097
13827.9, 0.039044
13846.3, 0.038760
13864.9, 0.038960
13883.4, 0.039701
13902.0, 0.040194
13920.7, 0.040310
13939.4, 0.040273
13958.2, 0.040287
13977.0, 0.039739
13995.8, 0.038192
