# wavelength_nm, reflectance
612.0, 0.111800
614.0, 0.111300
616.0, 0.110900
618.0, 0.110600
620.0, 0.110400
622.0, 0.110200
624.0, 0.110100
626.0, 0.110100
628.0, 0.110000
630.0, 0.110000
632.0, 0.110000
634.0, 0.110100
636.0, 0.110300
638.0, 0.110700
640.0, 0.111200
642.0, 0.111800
644.0, 0.112600
646.0, 0.113500
648.0, 0.114400
650.0, 0.115500
652.0, 0.116700
654.0, 0.117900
656.0, 0.119200
658.0, 0.120400
660.0, 0.121500
662.0, 0.122400
664.0, 0.123000
666.0, 0.123300
668.0, 0.123200
670.0, 0.122900
672.0, 0.122300
674.0, 0.121700
676.0, 0.120900
678.0, 0.120000
680.0, 0.119100
682.0, 0.118200
684.0, 0.117200
686.0, 0.116100
688.0, 0.114900
690.0, 0.113700
692.0, 0.112300
694.0, 0.110800
696.0, 0.109300
698.0, 0.107900
700.0, 0.106500
702.0, 0.105200
704.0, 0.104100
706.0, 0.103400
708.0, 0.103000
710.0, 0.103000
712.0, 0.103400
714.0, 0.104100
716.0, 0.105200
718.0, 0.106600
720.0, 0.108300
722.0, 0.110300
724.0, 0.112700
726.0, 0.115400
728.0, 0.118600
730.0, 0.122300
732.0, 0.126800
734.0, 0.132100
736.0, 0.138400
738.0, 0.146100
740.0, 0.155400
742.0, 0.166600
744.0, 0.180000
746.0, 0.195700
748.0, 0.213700
750.0, 0.233500
752.0, 0.255000
754.0, 0.277200
756.0, 0.299300
758.0, 0.320400
760.0, 0.340000
762.0, 0.357700
764.0, 0.373000
766.0, 0.386100
768.0, 0.397000
770.0, 0.405900
772.0, 0.413300
774.0, 0.419100
776.0, 0.423900
778.0, 0.427700
780.0, 0.430700
782.0, 0.433000
784.0, 0.434700
786.0, 0.435800
788.0, 0.436700
790.0, 0.437300
792.0, 0.437500
794.0, 0.437400
796.0, 0.437100
798.0, 0.436900
800.0, 0.436300
820.0, 0.427600
840.0, 0.418400
860.0, 0.412100
880.0, 0.411000
900.0, 0.413600
920.0, 0.418300
940.0, 0.426800
960.0, 0.436300
980.0, 0.446700
1000.0, 0.457500
1020.0, 0.469300
1040.0, 0.482800
1060.0, 0.495300
1080.0, 0.503200
